Unique ID,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value,Message,Borough
170428,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,305,East New York and Starrett City (CD5),Annual Average 2013,12/01/2012,8.65,,Others Boroughs
170429,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,306,Park Slope and Carroll Gardens (CD6),Annual Average 2013,12/01/2012,9.4,,Brooklyn
170430,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,307,Sunset Park (CD7),Annual Average 2013,12/01/2012,9.18,,Brooklyn
170431,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,308,Crown Heights and Prospect Heights (CD8),Annual Average 2013,12/01/2012,8.77,,Brooklyn
170432,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,309,South Crown Heights and Lefferts Gardens (CD9),Annual Average 2013,12/01/2012,8.64,,Brooklyn
170433,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,310,Bay Ridge and Dyker Heights (CD10),Annual Average 2013,12/01/2012,8.41,,Others Boroughs
170434,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,311,Bensonhurst (CD11),Annual Average 2013,12/01/2012,8.23,,Brooklyn
170435,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,312,Borough Park (CD12),Annual Average 2013,12/01/2012,8.5,,Others Boroughs
170436,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,313,Coney Island (CD13),Annual Average 2013,12/01/2012,8.04,,Brooklyn
170437,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,314,Flatbush and Midwood (CD14),Annual Average 2013,12/01/2012,8.55,,Others Boroughs
170438,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,315,Sheepshead Bay (CD15),Annual Average 2013,12/01/2012,8.14,,Others Boroughs
170439,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,316,Brownsville (CD16),Annual Average 2013,12/01/2012,8.82,,Others Boroughs
170440,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,317,East Flatbush (CD17),Annual Average 2013,12/01/2012,8.69,,Others Boroughs
170441,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,318,Flatlands and Canarsie (CD18),Annual Average 2013,12/01/2012,8.16,,Others Boroughs
170442,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,401,Long Island City and Astoria (CD1),Annual Average 2013,12/01/2012,8.9,,Queens
170443,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,402,Woodside and Sunnyside (CD2),Annual Average 2013,12/01/2012,10.05,,Others Boroughs
170444,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,403,Jackson Heights (CD3),Annual Average 2013,12/01/2012,8.43,,Others Boroughs
170445,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,404,Elmhurst and Corona (CD4),Annual Average 2013,12/01/2012,8.86,,Others Boroughs
170446,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,405,Ridgewood and Maspeth (CD5),Annual Average 2013,12/01/2012,8.76,,Queens
170447,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,406,Rego Park and Forest Hills (CD6),Annual Average 2013,12/01/2012,8.71,,Others Boroughs
170448,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,407,Flushing and Whitestone (CD7),Annual Average 2013,12/01/2012,8.43,,Queens
170449,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,408,Hillcrest and Fresh Meadows (CD8),Annual Average 2013,12/01/2012,8.23,,Queens
170450,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,409,Kew Gardens and Woodhaven (CD9),Annual Average 2013,12/01/2012,8.38,,Others Boroughs
170451,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,410,South Ozone Park and Howard Beach (CD10),Annual Average 2013,12/01/2012,7.99,,Others Boroughs
170452,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,411,Bayside and Little Neck (CD11),Annual Average 2013,12/01/2012,8.06,,Queens
170453,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,412,Jamaica and Hollis (CD12),Annual Average 2013,12/01/2012,8.26,,Queens
170454,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,413,Queens Village (CD13),Annual Average 2013,12/01/2012,7.87,,Queens
170455,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,414,Rockaway and Broad Channel (CD14),Annual Average 2013,12/01/2012,7.61,,Others Boroughs
170456,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,501,St. George and Stapleton (CD1),Annual Average 2013,12/01/2012,8.11,,Staten Island
170457,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,502,South Beach and Willowbrook (CD2),Annual Average 2013,12/01/2012,8.05,,Staten Island
170458,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,503,Tottenville and Great Kills (CD3),Annual Average 2013,12/01/2012,7.84,,Others Boroughs
171049,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,101,Kingsbridge - Riverdale,Winter 2008-09,12/01/2008,6.62,,Bronx
171050,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,102,Northeast Bronx,Winter 2008-09,12/01/2008,5.38,,Bronx
171051,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,103,Fordham - Bronx Pk,Winter 2008-09,12/01/2008,9.48,,Bronx
171052,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,104,Pelham - Throgs Neck,Winter 2008-09,12/01/2008,5.15,,Bronx
171053,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,201,Greenpoint,Winter 2008-09,12/01/2008,4.25,,Brooklyn
171054,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,202,Downtown - Heights - Slope,Winter 2008-09,12/01/2008,4.14,,Others Boroughs
171055,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,203,Bedford Stuyvesant - Crown Heights,Winter 2008-09,12/01/2008,4.62,,Brooklyn
171056,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,204,East New York,Winter 2008-09,12/01/2008,3.89,,Others Boroughs
171057,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,205,Sunset Park,Winter 2008-09,12/01/2008,3.79,,Brooklyn
171058,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,206,Borough Park,Winter 2008-09,12/01/2008,4.28,,Others Boroughs
171059,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,207,East Flatbush - Flatbush,Winter 2008-09,12/01/2008,4.6,,Others Boroughs
171060,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,208,Canarsie - Flatlands,Winter 2008-09,12/01/2008,3.22,,Others Boroughs
171061,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Winter 2008-09,12/01/2008,3.37,,Brooklyn
171062,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,210,Coney Island - Sheepshead Bay,Winter 2008-09,12/01/2008,3.21,,Brooklyn
171063,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,211,Williamsburg - Bushwick,Winter 2008-09,12/01/2008,4.78,,Brooklyn
171064,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,301,Washington Heights,Winter 2008-09,12/01/2008,11.12,,Manhattan
171065,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,302,Central Harlem - Morningside Heights,Winter 2008-09,12/01/2008,8.21,,Manhattan
171066,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,303,East Harlem,Winter 2008-09,12/01/2008,7.04,,Manhattan
171067,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,304,Upper West Side,Winter 2008-09,12/01/2008,10.87,,Manhattan
171068,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,401,Long Island City - Astoria,Winter 2008-09,12/01/2008,5.11,,Queens
171069,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,402,West Queens,Winter 2008-09,12/01/2008,5.38,,Queens
171070,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,403,Flushing - Clearview,Winter 2008-09,12/01/2008,4.49,,Queens
171071,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,405,Ridgewood - Forest Hills,Winter 2008-09,12/01/2008,4.5,,Queens
171072,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,407,Southwest Queens,Winter 2008-09,12/01/2008,3.72,,Queens
171073,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,408,Jamaica,Winter 2008-09,12/01/2008,3.53,,Queens
171074,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,409,Southeast Queens,Winter 2008-09,12/01/2008,3.18,,Queens
171075,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,410,Rockaways,Winter 2008-09,12/01/2008,2.39,,Queens
171076,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,Winter 2008-09,12/01/2008,11.03,,Manhattan
171077,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,306308,Chelsea-Village,Winter 2008-09,12/01/2008,8.02,,Manhattan
171078,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,309310,Union Square-Lower Manhattan,Winter 2008-09,12/01/2008,6.86,,Manhattan
171079,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Winter 2008-09,12/01/2008,3.82,,Queens
171080,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,501502,Northern SI,Winter 2008-09,12/01/2008,2.51,,Staten Island
171081,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,503504,Southern SI,Winter 2008-09,12/01/2008,1.96,,Staten Island
171082,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,105106107,South Bronx,Winter 2008-09,12/01/2008,7.53,,Bronx
171083,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,101,Kingsbridge - Riverdale,Winter 2009-10,12/01/2009,4.16,,Bronx
171084,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,102,Northeast Bronx,Winter 2009-10,12/01/2009,3.37,,Bronx
171085,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,103,Fordham - Bronx Pk,Winter 2009-10,12/01/2009,6.03,,Bronx
171086,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,104,Pelham - Throgs Neck,Winter 2009-10,12/01/2009,3.34,,Bronx
171087,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,201,Greenpoint,Winter 2009-10,12/01/2009,2.93,,Brooklyn
171088,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,202,Downtown - Heights - Slope,Winter 2009-10,12/01/2009,2.65,,Others Boroughs
171089,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,203,Bedford Stuyvesant - Crown Heights,Winter 2009-10,12/01/2009,3.19,,Brooklyn
171090,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,204,East New York,Winter 2009-10,12/01/2009,2.86,,Others Boroughs
171091,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,205,Sunset Park,Winter 2009-10,12/01/2009,2.32,,Brooklyn
171092,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,206,Borough Park,Winter 2009-10,12/01/2009,2.77,,Others Boroughs
171093,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,207,East Flatbush - Flatbush,Winter 2009-10,12/01/2009,3.12,,Others Boroughs
171094,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,208,Canarsie - Flatlands,Winter 2009-10,12/01/2009,2.33,,Others Boroughs
171095,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Winter 2009-10,12/01/2009,2.1,,Brooklyn
171096,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,210,Coney Island - Sheepshead Bay,Winter 2009-10,12/01/2009,2.21,,Brooklyn
171097,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,211,Williamsburg - Bushwick,Winter 2009-10,12/01/2009,3.33,,Brooklyn
171098,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,301,Washington Heights,Winter 2009-10,12/01/2009,7.28,,Manhattan
171099,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,302,Central Harlem - Morningside Heights,Winter 2009-10,12/01/2009,5.59,,Manhattan
171100,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,303,East Harlem,Winter 2009-10,12/01/2009,4.89,,Manhattan
171101,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,304,Upper West Side,Winter 2009-10,12/01/2009,7.48,,Manhattan
171102,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,401,Long Island City - Astoria,Winter 2009-10,12/01/2009,3.63,,Queens
171103,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,402,West Queens,Winter 2009-10,12/01/2009,3.84,,Queens
171104,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,403,Flushing - Clearview,Winter 2009-10,12/01/2009,3.01,,Queens
171105,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,405,Ridgewood - Forest Hills,Winter 2009-10,12/01/2009,3.25,,Queens
171106,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,407,Southwest Queens,Winter 2009-10,12/01/2009,2.76,,Queens
171107,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,408,Jamaica,Winter 2009-10,12/01/2009,2.52,,Queens
171108,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,409,Southeast Queens,Winter 2009-10,12/01/2009,2.21,,Queens
171109,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,410,Rockaways,Winter 2009-10,12/01/2009,1.9,,Queens
171110,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,Winter 2009-10,12/01/2009,7.67,,Manhattan
171111,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,306308,Chelsea-Village,Winter 2009-10,12/01/2009,5.36,,Manhattan
171112,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,309310,Union Square-Lower Manhattan,Winter 2009-10,12/01/2009,4.51,,Manhattan
171113,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Winter 2009-10,12/01/2009,2.55,,Queens
171114,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,501502,Northern SI,Winter 2009-10,12/01/2009,1.41,,Staten Island
171115,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,503504,Southern SI,Winter 2009-10,12/01/2009,1.07,,Staten Island
171116,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,105106107,South Bronx,Winter 2009-10,12/01/2009,5.0,,Bronx
171117,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,101,Kingsbridge - Riverdale,Winter 2010-11,12/01/2010,5.31,,Bronx
171118,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,102,Northeast Bronx,Winter 2010-11,12/01/2010,4.25,,Bronx
171119,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,103,Fordham - Bronx Pk,Winter 2010-11,12/01/2010,7.67,,Bronx
171120,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,104,Pelham - Throgs Neck,Winter 2010-11,12/01/2010,4.27,,Bronx
171121,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,201,Greenpoint,Winter 2010-11,12/01/2010,3.66,,Brooklyn
171122,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,202,Downtown - Heights - Slope,Winter 2010-11,12/01/2010,3.42,,Others Boroughs
171123,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,203,Bedford Stuyvesant - Crown Heights,Winter 2010-11,12/01/2010,3.91,,Brooklyn
171124,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,204,East New York,Winter 2010-11,12/01/2010,3.36,,Others Boroughs
171125,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,205,Sunset Park,Winter 2010-11,12/01/2010,3.07,,Brooklyn
171126,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,206,Borough Park,Winter 2010-11,12/01/2010,3.48,,Others Boroughs
171127,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,207,East Flatbush - Flatbush,Winter 2010-11,12/01/2010,3.8,,Others Boroughs
171128,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,208,Canarsie - Flatlands,Winter 2010-11,12/01/2010,2.67,,Others Boroughs
171129,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Winter 2010-11,12/01/2010,2.72,,Brooklyn
171130,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,210,Coney Island - Sheepshead Bay,Winter 2010-11,12/01/2010,2.59,,Brooklyn
171131,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,211,Williamsburg - Bushwick,Winter 2010-11,12/01/2010,4.12,,Brooklyn
171132,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,301,Washington Heights,Winter 2010-11,12/01/2010,9.28,,Manhattan
171133,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,302,Central Harlem - Morningside Heights,Winter 2010-11,12/01/2010,7.04,,Manhattan
171134,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,303,East Harlem,Winter 2010-11,12/01/2010,6.1,,Manhattan
171135,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,304,Upper West Side,Winter 2010-11,12/01/2010,9.31,,Manhattan
171136,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,401,Long Island City - Astoria,Winter 2010-11,12/01/2010,4.5,,Queens
171137,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,402,West Queens,Winter 2010-11,12/01/2010,4.79,,Queens
171138,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,403,Flushing - Clearview,Winter 2010-11,12/01/2010,3.85,,Queens
171139,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,405,Ridgewood - Forest Hills,Winter 2010-11,12/01/2010,3.99,,Queens
171140,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,407,Southwest Queens,Winter 2010-11,12/01/2010,3.22,,Queens
171141,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,408,Jamaica,Winter 2010-11,12/01/2010,2.97,,Queens
171142,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,409,Southeast Queens,Winter 2010-11,12/01/2010,2.56,,Queens
171143,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,410,Rockaways,Winter 2010-11,12/01/2010,1.9,,Queens
171144,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,Winter 2010-11,12/01/2010,9.51,,Manhattan
171145,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,306308,Chelsea-Village,Winter 2010-11,12/01/2010,6.77,,Manhattan
171146,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,309310,Union Square-Lower Manhattan,Winter 2010-11,12/01/2010,5.76,,Manhattan
171147,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Winter 2010-11,12/01/2010,3.2,,Queens
171148,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,501502,Northern SI,Winter 2010-11,12/01/2010,2.08,,Staten Island
171149,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,503504,Southern SI,Winter 2010-11,12/01/2010,1.66,,Staten Island
171150,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,105106107,South Bronx,Winter 2010-11,12/01/2010,6.37,,Bronx
171151,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,101,Kingsbridge - Riverdale,Winter 2011-12,12/01/2011,3.71,,Bronx
171152,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,102,Northeast Bronx,Winter 2011-12,12/01/2011,2.8,,Bronx
171153,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,103,Fordham - Bronx Pk,Winter 2011-12,12/01/2011,5.06,,Bronx
171154,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,104,Pelham - Throgs Neck,Winter 2011-12,12/01/2011,2.5,,Bronx
171155,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,201,Greenpoint,Winter 2011-12,12/01/2011,1.95,,Brooklyn
171156,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,202,Downtown - Heights - Slope,Winter 2011-12,12/01/2011,1.76,,Others Boroughs
171157,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,203,Bedford Stuyvesant - Crown Heights,Winter 2011-12,12/01/2011,1.88,,Brooklyn
171158,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,204,East New York,Winter 2011-12,12/01/2011,1.57,,Others Boroughs
171159,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,205,Sunset Park,Winter 2011-12,12/01/2011,1.49,,Brooklyn
171160,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,206,Borough Park,Winter 2011-12,12/01/2011,1.61,,Others Boroughs
171161,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,207,East Flatbush - Flatbush,Winter 2011-12,12/01/2011,1.78,,Others Boroughs
171162,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,208,Canarsie - Flatlands,Winter 2011-12,12/01/2011,1.21,,Others Boroughs
171163,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Winter 2011-12,12/01/2011,1.25,,Brooklyn
171164,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,210,Coney Island - Sheepshead Bay,Winter 2011-12,12/01/2011,1.14,,Brooklyn
171165,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,211,Williamsburg - Bushwick,Winter 2011-12,12/01/2011,2.05,,Brooklyn
171166,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,301,Washington Heights,Winter 2011-12,12/01/2011,6.14,,Manhattan
171167,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,302,Central Harlem - Morningside Heights,Winter 2011-12,12/01/2011,4.46,,Manhattan
171168,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,303,East Harlem,Winter 2011-12,12/01/2011,3.71,,Manhattan
171169,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,304,Upper West Side,Winter 2011-12,12/01/2011,5.92,,Manhattan
171170,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,401,Long Island City - Astoria,Winter 2011-12,12/01/2011,2.49,,Queens
171171,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,402,West Queens,Winter 2011-12,12/01/2011,2.44,,Queens
171172,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,403,Flushing - Clearview,Winter 2011-12,12/01/2011,1.97,,Queens
171173,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,405,Ridgewood - Forest Hills,Winter 2011-12,12/01/2011,1.92,,Queens
171174,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,407,Southwest Queens,Winter 2011-12,12/01/2011,1.52,,Queens
171175,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,408,Jamaica,Winter 2011-12,12/01/2011,1.45,,Queens
171176,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,409,Southeast Queens,Winter 2011-12,12/01/2011,1.3,,Queens
171177,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,410,Rockaways,Winter 2011-12,12/01/2011,0.88,,Queens
171178,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,Winter 2011-12,12/01/2011,5.68,,Manhattan
171179,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,306308,Chelsea-Village,Winter 2011-12,12/01/2011,4.08,,Manhattan
171180,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,309310,Union Square-Lower Manhattan,Winter 2011-12,12/01/2011,3.27,,Manhattan
171181,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Winter 2011-12,12/01/2011,1.61,,Queens
171182,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,501502,Northern SI,Winter 2011-12,12/01/2011,1.0,,Staten Island
171183,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,503504,Southern SI,Winter 2011-12,12/01/2011,0.73,,Staten Island
171184,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,105106107,South Bronx,Winter 2011-12,12/01/2011,3.92,,Bronx
171185,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,101,Kingsbridge - Riverdale,Winter 2012-13,12/01/2012,2.23,,Bronx
171186,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,102,Northeast Bronx,Winter 2012-13,12/01/2012,1.53,,Bronx
171187,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,103,Fordham - Bronx Pk,Winter 2012-13,12/01/2012,3.15,,Bronx
171188,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,104,Pelham - Throgs Neck,Winter 2012-13,12/01/2012,1.54,,Bronx
171189,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,201,Greenpoint,Winter 2012-13,12/01/2012,1.17,,Brooklyn
171190,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,202,Downtown - Heights - Slope,Winter 2012-13,12/01/2012,0.91,,Others Boroughs
171191,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,203,Bedford Stuyvesant - Crown Heights,Winter 2012-13,12/01/2012,1.11,,Brooklyn
171192,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,204,East New York,Winter 2012-13,12/01/2012,1.01,,Others Boroughs
171193,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,205,Sunset Park,Winter 2012-13,12/01/2012,0.76,,Brooklyn
171194,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,206,Borough Park,Winter 2012-13,12/01/2012,0.87,,Others Boroughs
171195,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,207,East Flatbush - Flatbush,Winter 2012-13,12/01/2012,1.0,,Others Boroughs
171196,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,208,Canarsie - Flatlands,Winter 2012-13,12/01/2012,0.77,,Others Boroughs
171197,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Winter 2012-13,12/01/2012,0.67,,Brooklyn
171198,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,210,Coney Island - Sheepshead Bay,Winter 2012-13,12/01/2012,0.7,,Brooklyn
171199,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,211,Williamsburg - Bushwick,Winter 2012-13,12/01/2012,1.25,,Brooklyn
171200,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,301,Washington Heights,Winter 2012-13,12/01/2012,4.24,,Manhattan
171201,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,302,Central Harlem - Morningside Heights,Winter 2012-13,12/01/2012,3.08,,Manhattan
171202,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,303,East Harlem,Winter 2012-13,12/01/2012,2.57,,Manhattan
171203,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,304,Upper West Side,Winter 2012-13,12/01/2012,3.91,,Manhattan
171204,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,401,Long Island City - Astoria,Winter 2012-13,12/01/2012,1.68,,Queens
